,T,Sigma,r
398,8631885.3238041010,682.52103849897924,2.4761662348876783
399,9024172.2797766197,719.87921410781985,2.4761662348876783
400,9416459.2357491367,756.33487938610051,2.4761662348876783
401,9808746.1917216554,791.67721789924849,2.4761662348876783
402,10201033.147694174,825.68170930901772,2.4761662348876783
403,10593320.103666691,858.10788900183309,2.4761662348876783
404,10985607.059639210,888.69665738086303,2.4761662348876783
405,11377894.015611727,917.16700405884274,2.4761662348876783
406,11770180.971584246,943.21196399551047,2.4761662348876783
407,12162467.927556764,966.49355241173771,2.4761662348876783
408,12554754.883529281,986.63632101879739,2.4761662348876783
409,12947041.839501800,1003.2190196648090,2.4761662348876783
410,13339328.795474319,1015.7636005466393,2.4761662348876783
411,13731615.751446836,1023.7204057232780,2.4761662348876783
412,14123902.707419354,1026.4477204676871,2.4761662348876783
413,14516189.663391873,1023.1827384647614,2.4761662348876783
414,14908476.619364390,1012.9989301632215,2.4761662348876783
415,15300763.575336909,994.74088241211814,2.4761662348876783
416,16085337.487281943,927.53413228574868,2.4761662348876783
417,16477624.443254462,873.73972096201817,2.4761662348876783
418,16869911.399226978,801.16350756087672,2.4761662348876783
419,17262198.355199497,702.23748355462055,2.4761662348876783
420,17654485.311172016,560.89342143206079,2.4761662348876783
421,18046772.267144535,321.67202467426557,2.4761662348876783
422,786146.20435374288,14.794878275274563,2.5588457268119895
423,1178433.1603262606,32.799685290804163,2.5588457268119895
424,1570720.1162987782,55.268613235684469,2.5588457268119895
425,1963007.0722712961,80.902624506132895,2.5588457268119895
426,2355294.0282438137,109.01524160676419,2.5588457268119895
427,2747580.9842163310,139.21668584963635,2.5588457268119895
428,3139867.9401888489,171.24373743452475,2.5588457268119895
429,3532154.8961613667,204.88748635025578,2.5588457268119895
430,3924441.8521338841,239.96386604212381,2.5588457268119895
431,4316728.8081064010,276.30102411034608,2.5588457268119895
432,4709015.7640789198,313.73331210023429,2.5588457268119895
433,5101302.7200514376,352.09799163223624,2.5588457268119895
434,5493589.6760239555,391.23312743930961,2.5588457268119895
435,5885876.6319964742,430.97603444104993,2.5588457268119895
436,6278163.5879689921,471.16199597967045,2.5588457268119895
437,6670450.5439415099,511.62311301138720,2.5588457268119895
438,7062737.4999140287,552.18720474011968,2.5588457268119895
439,7455024.4558865465,592.67670765728394,2.5588457268119895
440,7847311.4118590644,632.90753105488318,2.5588457268119895
441,8239598.3678315822,672.68783045240252,2.5588457268119895
442,8631885.3238041010,711.81665910333834,2.5588457268119895
443,9024172.2797766197,750.08245290149455,2.5588457268119895
444,9416459.2357491367,787.26129564813255,2.5588457268119895
445,9808746.1917216554,823.11489914837614,2.5588457268119895
446,10201033.147694174,857.38821471485585,2.5588457268119895
447,10593320.103666691,889.80656729436907,2.5588457268119895
448,10985607.059639210,920.07216734333213,2.5588457268119895
449,11377894.015611727,947.85980365155376,2.5588457268119895
450,11770180.971584246,972.81144442108064,2.5588457268119895
451,12162467.927556764,994.52936082514918,2.5588457268119895
452,12554754.883529281,1012.5672149285061,2.5588457268119895
453,12947041.839501800,1026.4182842651448,2.5588457268119895
454,13339328.795474319,1035.4995608957947,2.5588457268119895
455,13731615.751446836,1039.1297380509723,2.5588457268119895
456,14123902.707419354,1036.4978393526169,2.5588457268119895
457,14516189.663391873,1026.6169566019664,2.5588457268119895
458,14908476.619364390,1008.2531579496811,2.5588457268119895
459,15300763.575336909,979.81055870199975,2.5588457268119895
460,15693050.531309428,939.13322232864402,2.5588457268119895
461,16085337.487281943,883.13378461448178,2.5588457268119895
462,16869911.399226978,702.30147934435411,2.5588457268119895
463,17262198.355199497,550.34239282557724,2.5588457268119895
464,786146.20435374288,15.679736119488611,2.6415252187363008
465,1178433.1603262606,34.648776645638456,2.6415252187363008
466,1570720.1162987782,58.243417224044386,2.6415252187363008
467,1963007.0722712961,85.116087025664939,2.6415252187363008
468,2355294.0282438137,114.56278329601443,2.6415252187363008
469,2747580.9842163310,146.18205951523183,2.6415252187363008
470,3139867.9401888489,179.69902998195539,2.6415252187363008
471,3532154.8961613667,214.89251478972383,2.6415252187363008
472,3924441.8521338841,251.56574519731734,2.6415252187363008
473,4316728.8081064010,289.53385170941601,2.6415252187363008
474,4709015.7640789198,328.61786239677912,2.6415252187363008
475,5101302.7200514376,368.64135251235712,2.6415252187363008
476,5493589.6760239555,409.42824794595140,2.6415252187363008
477,5885876.6319964742,450.80116479745408,2.6415252187363008
478,6278163.5879689921,492.58000737806117,2.6415252187363008
479,6670450.5439415099,534.58068446298626,2.6415252187363008
480,7062737.4999140287,576.61386155683397,2.6415252187363008
481,7455024.4558865465,618.48369163999359,2.6415252187363008
482,7847311.4118590644,659.98647643767833,2.6415252187363008
483,8239598.3678315822,700.90921191068537,2.6415252187363008
484,8631885.3238041010,741.02796818387867,2.6415252187363008
485,9024172.2797766197,780.10604627553710,2.6415252187363008
486,9416459.2357491367,817.89184143633304,2.6415252187363008
487,9808746.1917216554,854.11632447079944,2.6415252187363008
488,10201033.147694174,888.49002598358641,2.6415252187363008
489,10593320.103666691,920.69937066460739,2.6415252187363008
490,10985607.059639210,950.40215411424333,2.6415252187363008
491,11377894.015611727,977.22187470102233,2.6415252187363008
492,11770180.971584246,1000.7405134991858,2.6415252187363008
493,12162467.927556764,1020.4891729808652,2.6415252187363008
494,12554754.883529281,1035.9356993277104,2.6415252187363008
495,12947041.839501800,1046.4679516506010,2.6415252187363008
496,13339328.795474319,1051.3706096623696,2.6415252187363008
497,13731615.751446836,1049.7920678979804,2.6415252187363008
498,14123902.707419354,1040.6955122748332,2.6415252187363008
499,14516189.663391873,1022.7835376071782,2.6415252187363008
500,14908476.619364390,994.37586112015879,2.6415252187363008
